message_id,user_id,user_is_bot,user_first_name,chat_id,chat_type,text,date,context_date,data-formt
890231,178169,True,Marina,624576,group,Iste et ipsam delectus.,1721606400,1721606400,2024-07-22
528519,424558,False,Laura,644284,group,Dolor corporis doloremque vero corrupti.,1722124800,1722124800,2024-07-28
425650,507771,True,Arthur,231664,group,Nemo earum laudantium unde ex autem magnam.,1721520000,1721520000,2024-07-21
284418,253478,False,Igor,532588,channel,Sint quod nam ea molestias magnam exercitationem.,1720483200,1720483200,2024-07-09
741381,643608,False,Jade,510514,channel,Impedit aspernatur doloremque asperiores asperiores.,1721001600,1721001600,2024-07-15
224501,462440,False,Yan,229805,channel,Enim dicta enim.,1721606400,1721606400,2024-07-22
198358,685052,False,Dr.,188595,group,Esse unde corporis corrupti est omnis.,1720137600,1720137600,2024-07-05
436882,385545,True,Josué,779276,group,Quod ab consectetur cupiditate impedit.,1720656000,1720656000,2024-07-11
456239,114404,True,Henrique,239815,channel,Numquam molestiae atque odio blanditiis inventore.,1721606400,1721606400,2024-07-22
829430,114521,True,Sabrina,605583,channel,Natus fugiat cum doloribus.,1719792000,1719792000,2024-07-01
152754,285913,False,Zoe,534148,group,Unde dolore consectetur illo.,1719964800,1719964800,2024-07-03
298653,262305,True,Luiza,816924,channel,Explicabo repellendus explicabo aliquam vel similique at.,1720483200,1720483200,2024-07-09
360572,805627,True,Giovanna,294935,group,Facere non earum hic esse ipsa.,1721520000,1721520000,2024-07-21
370361,695335,False,Benjamin,664174,channel,Iusto odio at officiis voluptas.,1721347200,1721347200,2024-07-19
376783,301149,False,Maria,101820,group,Laboriosam voluptates id aliquam ipsa.,1721433600,1721433600,2024-07-20
475128,142614,True,Caroline,278022,channel,Quasi ullam molestiae porro perferendis itaque ipsum rem.,1722297600,1722297600,2024-07-30
340656,569625,False,Valentim,465547,group,Deserunt atque error.,1722211200,1722211200,2024-07-29
551646,827857,True,Maria,563346,group,Nostrum sint commodi porro quos sint excepturi.,1720742400,1720742400,2024-07-12
760842,609678,False,Manuella,306557,group,Repellendus totam deleniti aspernatur possimus beatae possimus ipsa.,1719878400,1719878400,2024-07-02
553596,490962,True,Sofia,789871,group,Aspernatur expedita doloremque.,1721433600,1721433600,2024-07-20
764755,198111,True,Mateus,678279,channel,Dolore officiis magni.,1721606400,1721606400,2024-07-22
866233,231625,True,Rafael,695920,group,Iste voluptatem animi illum repellendus a dolorum.,1721347200,1721347200,2024-07-19
531327,789026,True,Davi,191234,group,Neque aliquam quo aliquam neque commodi reprehenderit.,1721347200,1721347200,2024-07-19
182979,103250,True,Ryan,346506,group,Iure a nostrum provident esse minima reiciendis.,1722384000,1722384000,2024-07-31
537996,573733,True,Davi,880559,group,Commodi impedit tempora maiores perspiciatis atque aliquid repellendus.,1719964800,1719964800,2024-07-03
341358,882977,False,Mariana,490338,channel,Temporibus occaecati cumque sequi molestiae repellat consequatur.,1720483200,1720483200,2024-07-09
569196,527648,False,Nathan,367501,channel,Similique aliquid cumque quas culpa.,1720656000,1720656000,2024-07-11
555702,503663,False,Isis,559875,group,Autem totam voluptates quod aliquam ab exercitationem.,1720828800,1720828800,2024-07-13
449817,102847,False,Joana,398623,group,Blanditiis ut iste perferendis inventore.,1722297600,1722297600,2024-07-30
666462,155146,False,Maria,889620,channel,Amet itaque pariatur pariatur similique ipsam quisquam.,1720396800,1720396800,2024-07-08
289917,811815,True,Gabriela,420151,group,Sequi ipsum libero dolorem.,1720224000,1720224000,2024-07-06
501479,417564,False,Marcos,273173,group,Officia accusamus reiciendis voluptatem quae rem iste.,1721260800,1721260800,2024-07-18
546875,109906,False,Maria,812556,channel,Rerum commodi nulla cupiditate.,1720742400,1720742400,2024-07-12
524450,816924,False,Alexandre,320025,channel,Rem veritatis error minima quibusdam inventore eius.,1719792000,1719792000,2024-07-01
739626,784515,False,Mariane,414730,channel,Consectetur voluptas fuga error ratione.,1721174400,1721174400,2024-07-17
630582,816287,True,Marina,174932,channel,Dignissimos impedit ipsam consequuntur nemo.,1721433600,1721433600,2024-07-20
698715,665877,False,Aurora,362821,channel,Beatae vel reiciendis aut blanditiis.,1719964800,1719964800,2024-07-03
646429,484254,False,Clara,128197,group,Eligendi ipsam occaecati magni eos et reiciendis.,1720224000,1720224000,2024-07-06
689589,684766,True,Ágatha,732996,group,Non voluptatem quia necessitatibus reiciendis doloribus.,1721088000,1721088000,2024-07-16
467367,642880,True,Srta.,484254,group,Aperiam ratione velit ut.,1720396800,1720396800,2024-07-08
161893,127755,False,Isis,249916,group,Adipisci at necessitatibus quibusdam nulla magnam.,1721174400,1721174400,2024-07-17
454510,687262,False,Davi,657141,group,Dolor cupiditate possimus sit repellendus corrupti magni.,1719792000,1719792000,2024-07-01
113728,717123,True,Dra.,759347,group,Repudiandae dolorum provident ea cum voluptatem.,1721952000,1721952000,2024-07-26
767199,724442,False,Allana,668646,group,Corrupti officia suscipit aliquid.,1720483200,1720483200,2024-07-09
870315,826544,True,Sra.,264099,group,Necessitatibus expedita sunt ab.,1721606400,1721606400,2024-07-22
581026,690603,False,Vitor,569196,group,Esse commodi hic.,1721952000,1721952000,2024-07-26
348599,319674,True,Bryan,711442,group,Accusantium fuga facilis provident occaecati sapiente.,1720569600,1720569600,2024-07-10
533511,491638,False,Stella,741654,channel,Dolores ab consequuntur itaque hic possimus.,1720656000,1720656000,2024-07-11
385597,595456,True,Ana,353604,group,Ducimus iste architecto velit.,1721952000,1721952000,2024-07-26
890972,486139,True,Felipe,165884,channel,Cupiditate nostrum et quos voluptas architecto.,1722297600,1722297600,2024-07-30
135061,136894,False,Rebeca,730474,channel,Aperiam repellendus ipsam tenetur.,1720310400,1720310400,2024-07-07
842274,786985,True,Luan,337432,channel,Delectus eaque nulla totam reprehenderit distinctio sapiente.,1720569600,1720569600,2024-07-10
397674,631141,False,Maria,424207,channel,Exercitationem nobis illum iste odio repudiandae.,1720137600,1720137600,2024-07-05
401886,419579,False,Stella,467367,channel,Facere ipsum asperiores officia labore.,1720224000,1720224000,2024-07-06
329866,529468,True,Clarice,886877,channel,Iusto beatae sunt praesentium.,1722384000,1722384000,2024-07-31
260394,561370,True,Dr.,695725,group,In aspernatur optio quidem ipsa tempore magnam.,1720828800,1720828800,2024-07-13
166872,475609,False,Dr.,354800,channel,Commodi eius nisi facere.,1721692800,1721692800,2024-07-23
676147,195472,False,Amanda,118616,channel,Fuga possimus sed.,1721520000,1721520000,2024-07-21
791249,552972,False,Maria,786985,group,Incidunt minima voluptas eius deleniti exercitationem doloremque.,1721088000,1721088000,2024-07-16
206171,284418,False,João,272978,group,Facere earum eveniet qui occaecati.,1720396800,1720396800,2024-07-08
882132,724312,False,Alícia,298705,group,Eveniet error voluptate.,1722384000,1722384000,2024-07-31
780914,296768,True,João,579141,group,Repellendus impedit magnam sapiente laboriosam assumenda.,1719792000,1719792000,2024-07-01
855430,466431,True,Anna,598888,channel,Enim harum labore aspernatur.,1722038400,1722038400,2024-07-27
648925,435179,True,Liz,284743,group,Quisquam beatae assumenda nihil aliquam consectetur eos.,1719878400,1719878400,2024-07-02
598732,529845,False,Ayla,830288,group,Minima recusandae illo delectus.,1720828800,1720828800,2024-07-13
668061,602840,True,Sr.,513283,group,Nobis odio voluptates quasi debitis qui quisquam nobis.,1720224000,1720224000,2024-07-06
407164,439222,False,Heitor,620845,channel,Minima mollitia accusantium qui pariatur odio.,1719878400,1719878400,2024-07-02
442355,387560,True,Larissa,144590,channel,Repellat sed ullam rerum numquam.,1720742400,1720742400,2024-07-12
559875,354800,True,Sra.,655620,channel,Voluptatum libero tempora asperiores laborum debitis quas aspernatur.,1720828800,1720828800,2024-07-13
725976,588332,False,Ryan,395867,channel,Ipsam sed repudiandae quasi voluptates molestias ea voluptatem.,1722124800,1722124800,2024-07-28
880559,113728,False,Larissa,325459,channel,Tenetur officia dolor iste laudantium.,1719878400,1719878400,2024-07-02
361222,746737,False,Helena,105044,group,Veritatis vitae vel omnis est fugit.,1721174400,1721174400,2024-07-17
231664,418227,False,Benício,400911,group,Impedit temporibus enim similique minus voluptatum.,1720310400,1720310400,2024-07-07
535981,411363,False,Dr.,443447,group,Eos reiciendis quam eum rerum.,1721174400,1721174400,2024-07-17
435179,401977,False,André,599746,channel,Assumenda et officiis quia pariatur delectus.,1721952000,1721952000,2024-07-26
414249,448387,True,Luiz,822826,channel,Corrupti nam reprehenderit quas voluptatibus laboriosam.,1721865600,1721865600,2024-07-25
317672,127612,False,Anthony,676277,group,Repellat quasi accusamus eligendi.,1720483200,1720483200,2024-07-09
481797,608170,True,Antônio,274499,channel,Aliquam quibusdam eligendi odit quia dicta quo.,1720656000,1720656000,2024-07-11
527752,264047,True,Bella,472892,group,Aliquid minus excepturi.,1720656000,1720656000,2024-07-11
322625,514479,False,Guilherme,409478,channel,Animi sit nulla quos consequatur voluptatibus.,1722384000,1722384000,2024-07-31
644284,646429,False,Maria,307662,group,Repudiandae ratione ipsa doloribus in.,1720396800,1720396800,2024-07-08
569573,104069,True,Melina,762350,group,Delectus laboriosam eaque eveniet est quas natus.,1721606400,1721606400,2024-07-22
112597,575618,False,Dra.,592739,group,Reiciendis odio aliquam nihil error facilis.,1721520000,1721520000,2024-07-21
815247,435621,True,Alexia,739834,group,Earum deleniti eligendi odio nostrum necessitatibus.,1722211200,1722211200,2024-07-29
799127,189388,True,Gustavo,766107,channel,Quod sed ut tenetur nesciunt dolore sapiente.,1720569600,1720569600,2024-07-10
231625,665045,True,Ana,511827,group,Quos deserunt officiis nulla.,1721952000,1721952000,2024-07-26
162166,159137,True,Sra.,296768,group,Facere aliquid unde praesentium explicabo cum sapiente.,1720137600,1720137600,2024-07-05
152611,606129,False,Antônio,386143,group,Animi recusandae nesciunt impedit repudiandae.,1719792000,1719792000,2024-07-01
173229,238580,False,Dr.,725976,channel,Aliquid nulla iure molestias deserunt soluta.,1721606400,1721606400,2024-07-22
151987,342554,True,Manuella,112090,channel,Reprehenderit sapiente repudiandae esse repellat reprehenderit voluptatum et.,1721433600,1721433600,2024-07-20
627800,611511,True,Sr.,361222,channel,Voluptate dolores autem aliquam hic.,1721001600,1721001600,2024-07-15
656335,335677,False,Sofia,600305,channel,Aut possimus sint odio blanditiis beatae.,1721779200,1721779200,2024-07-24
218404,540401,True,Sra.,846928,channel,Sed alias laudantium ratione explicabo.,1720915200,1720915200,2024-07-14
446892,448647,True,Murilo,110868,group,Non fugit odit maiores eveniet non vel.,1721347200,1721347200,2024-07-19
779952,782747,True,Lavínia,206119,group,Porro fugiat iusto dolores ipsa nihil totam.,1720051200,1720051200,2024-07-04
159709,325459,True,Maria,773296,channel,Officiis neque repudiandae sequi quisquam.,1721606400,1721606400,2024-07-22
561448,174932,False,Josué,385597,channel,Sequi vel cum animi quas harum.,1722124800,1722124800,2024-07-28
732411,751521,True,Vitor,892285,channel,Provident sit reprehenderit illum commodi.,1720137600,1720137600,2024-07-05
846876,511827,True,Ísis,888255,group,Natus corrupti dicta itaque.,1720569600,1720569600,2024-07-10
672988,444474,True,Olivia,475596,channel,Minima itaque dignissimos repellat distinctio rem.,1722124800,1722124800,2024-07-28
895704,480900,True,Sophie,776962,channel,Asperiores quas placeat voluptatem aperiam quod architecto.,1719878400,1719878400,2024-07-02
888567,179625,False,Davi,865102,group,Debitis asperiores quas.,1721174400,1721174400,2024-07-17
205235,342489,True,Maria,174672,group,Nobis debitis numquam sed tenetur.,1722297600,1722297600,2024-07-30
555546,135061,False,Júlia,563242,group,Cupiditate occaecati nemo saepe doloremque.,1720656000,1720656000,2024-07-11
128197,237540,False,Sophia,132344,channel,Occaecati neque assumenda blanditiis repellat.,1722297600,1722297600,2024-07-30
226113,760842,False,Dr.,873903,channel,Minima id exercitationem harum dolores nihil vitae.,1722384000,1722384000,2024-07-31
383088,675978,False,Anna,110725,group,Provident hic ad dolorum aliquid quam.,1719792000,1719792000,2024-07-01
382594,767199,False,Isabela,517664,group,Quaerat maxime asperiores necessitatibus distinctio.,1721260800,1721260800,2024-07-18
606246,117108,True,Mariane,486139,group,Ipsam assumenda nesciunt ab debitis quas.,1721174400,1721174400,2024-07-17
635288,349899,True,Dra.,686963,channel,Temporibus suscipit assumenda laboriosam aperiam dicta ea doloribus.,1720569600,1720569600,2024-07-10
128080,467991,True,Isaque,287330,channel,Sit est ducimus officiis deserunt iure explicabo.,1720310400,1720310400,2024-07-07
209356,672208,False,Anthony,860799,channel,Nobis possimus quibusdam cum fugit at suscipit.,1720742400,1720742400,2024-07-12
487530,789520,False,Gabrielly,104940,group,Ea fugit voluptate hic odit animi.,1720656000,1720656000,2024-07-11
305660,869639,True,Enrico,771151,group,Facere a veniam eum dolor blanditiis ab.,1721088000,1721088000,2024-07-16
302397,549683,True,Maria,552309,channel,At a eaque quis excepturi placeat reiciendis.,1720828800,1720828800,2024-07-13
582027,799127,False,Rafaela,418227,group,Doloremque sunt magni minus sint necessitatibus.,1720310400,1720310400,2024-07-07
334351,178832,True,Vitória,204546,channel,Consequatur officia neque quisquam distinctio officiis aspernatur dignissimos.,1720915200,1720915200,2024-07-14
118616,555546,False,Luiz,188868,channel,Laborum ab non modi nesciunt nulla.,1720137600,1720137600,2024-07-05
880624,334000,True,Valentina,706801,channel,Similique officia beatae quisquam recusandae quam.,1720310400,1720310400,2024-07-07
761765,112415,True,Arthur,414249,group,Cum dolorem perferendis fugit laborum.,1722297600,1722297600,2024-07-30
110868,413651,True,Brayan,135061,group,Aperiam culpa asperiores provident possimus deleniti beatae.,1721520000,1721520000,2024-07-21
532757,882132,False,Letícia,162335,group,Quo unde praesentium deleniti.,1719878400,1719878400,2024-07-02
537515,335742,False,Vinicius,548734,channel,Veniam consequatur consectetur.,1719964800,1719964800,2024-07-03
300811,767706,True,Maria,794629,channel,Mollitia cum nostrum ipsam.,1720224000,1720224000,2024-07-06
309079,353578,False,Raul,830106,channel,Aspernatur repudiandae molestiae quasi consectetur nisi.,1720051200,1720051200,2024-07-04
707256,358102,False,Dr.,255883,group,Sapiente molestias voluptatum cumque consequuntur quas autem.,1722297600,1722297600,2024-07-30
432930,113351,True,Dr.,101040,group,Ipsam veniam necessitatibus.,1722038400,1722038400,2024-07-27
390680,348222,False,Aylla,288682,group,Id autem culpa nobis voluptates quisquam quam.,1719792000,1719792000,2024-07-01
132344,537515,False,Dr.,744657,channel,Sunt illum minima delectus beatae quasi ex.,1721865600,1721865600,2024-07-25
621274,181770,False,João,411831,group,Laborum ex aut amet.,1719964800,1719964800,2024-07-03
306557,446931,False,Ana,659195,channel,Necessitatibus necessitatibus voluptates debitis accusantium.,1721088000,1721088000,2024-07-16
188595,113637,True,Rodrigo,641840,channel,Nostrum error consectetur explicabo vero explicabo adipisci nesciunt.,1720051200,1720051200,2024-07-04
455784,604946,False,João,419579,channel,Dicta porro porro at suscipit.,1720396800,1720396800,2024-07-08
546433,224501,True,Fernanda,632688,channel,Aperiam expedita aut beatae consequatur sit sint.,1720915200,1720915200,2024-07-14
768746,203792,True,Benjamin,845407,channel,Nam dolor fugit doloribus quasi similique error quibusdam.,1721260800,1721260800,2024-07-18
339343,672871,False,Julia,336106,group,Consequatur quas harum ipsa.,1720656000,1720656000,2024-07-11
873552,525009,False,Maria,439339,channel,Veniam incidunt atque ut dolorum.,1719792000,1719792000,2024-07-01
843314,596613,True,Sr.,488960,channel,Itaque aut eaque et.,1721692800,1721692800,2024-07-23
631583,362977,False,Luiz,739171,group,Quis soluta necessitatibus numquam.,1719792000,1719792000,2024-07-01
833837,575215,True,Pietra,142588,group,Quisquam officia sequi enim recusandae.,1721952000,1721952000,2024-07-26
819641,746269,True,Sr.,178832,channel,Nisi laudantium aspernatur assumenda similique dignissimos.,1721001600,1721001600,2024-07-15
555494,711143,True,Ana,274460,group,Quibusdam sapiente alias incidunt occaecati quibusdam reiciendis.,1721260800,1721260800,2024-07-18
746737,480783,False,José,878388,group,Inventore dolorem ducimus tempore doloremque.,1721779200,1721779200,2024-07-24
888931,529650,False,João,883263,group,Unde reprehenderit labore ducimus dolorum.,1721692800,1721692800,2024-07-23
866844,560681,False,Daniel,831016,channel,Recusandae ipsam asperiores nemo quos.,1719964800,1719964800,2024-07-03
424298,342983,False,Luiza,594247,channel,Ducimus dicta esse.,1721520000,1721520000,2024-07-21
444474,206730,True,Caio,325615,channel,Sed consectetur earum eos.,1720656000,1720656000,2024-07-11
847500,408321,False,Bento,306024,group,Cupiditate in consequuntur dolor.,1720742400,1720742400,2024-07-12
636796,729239,True,Henry,594741,group,Omnis molestiae perspiciatis architecto incidunt tempore.,1721001600,1721001600,2024-07-15
207731,293167,False,Sr.,666514,group,Neque voluptatum quasi atque provident labore recusandae.,1720828800,1720828800,2024-07-13
112415,708868,False,Maria,124635,channel,Magni voluptatum impedit error iure amet vero.,1721606400,1721606400,2024-07-22
891544,890959,True,João,873721,channel,Voluptates earum expedita quisquam impedit totam.,1721952000,1721952000,2024-07-26
210565,807707,True,Marina,287629,channel,Architecto eaque repudiandae ex.,1721606400,1721606400,2024-07-22
321559,869158,False,Zoe,417564,channel,Ab vitae cumque quia.,1720742400,1720742400,2024-07-12
203272,481706,False,Marcelo,171838,channel,Sapiente doloremque deserunt dolore.,1720137600,1720137600,2024-07-05
529468,226113,True,Anna,833837,group,Perferendis enim dolorem officia veniam culpa.,1721001600,1721001600,2024-07-15
171838,513582,True,Antony,656010,group,Delectus laudantium illo error.,1721692800,1721692800,2024-07-23
513582,882184,False,Dr.,300811,group,Facilis quidem voluptas ullam id.,1721347200,1721347200,2024-07-19
124635,158123,True,Dra.,767199,channel,Veniam dolore doloremque eos quis.,1721865600,1721865600,2024-07-25
657960,519094,True,Sr.,555494,channel,Assumenda sapiente ullam sit rerum vel.,1722384000,1722384000,2024-07-31
251684,776936,False,Olívia,877452,channel,Cum cumque blanditiis dolorum.,1721952000,1721952000,2024-07-26
524073,742291,False,Caleb,875996,group,Dolorem iure esse blanditiis molestias eveniet dolor.,1720915200,1720915200,2024-07-14
386156,876191,True,Dr.,334221,channel,Magni enim ad a quo quasi ab.,1719964800,1719964800,2024-07-03
413651,232457,True,Srta.,792731,channel,Molestias odio maxime aliquam.,1720310400,1720310400,2024-07-07
334000,406189,False,Milena,252399,channel,Quis laboriosam nisi cupiditate.,1721865600,1721865600,2024-07-25
481706,359727,True,Lucca,829417,channel,Modi vel iusto quidem.,1721952000,1721952000,2024-07-26
433268,445839,True,Dr.,213087,channel,Asperiores at porro.,1720742400,1720742400,2024-07-12
601449,599694,False,Maria,744566,channel,Laboriosam mollitia alias perferendis nisi illum accusamus provident.,1722297600,1722297600,2024-07-30
691214,245964,False,Benício,284418,channel,Consectetur sapiente eligendi.,1720051200,1720051200,2024-07-04
295546,209356,False,Otto,841572,group,Deleniti veritatis architecto beatae dolorum maxime beatae in.,1721606400,1721606400,2024-07-22
